stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
51172,51172,Saint-Hubert / Villeray,45.544239,-73.620789,https://www.stm.info/fr/recherche#stq=51172,0,,1
51173,51173,Villeray / Saint-Hubert,45.544370,-73.620935,https://www.stm.info/fr/recherche#stq=51173,0,,1
51174,51174,Villeray / Saint-Hubert,45.544139,-73.620984,https://www.stm.info/fr/recherche#stq=51174,0,,1
51175,51175,Queen-Mary / Cedar Crescent (Institut de gériatrie,45.491137,-73.622377,https://www.stm.info/fr/recherche#stq=51175,0,,1
51176,51176,Queen-Mary / Cedar Crescent (Institut de gériatrie,45.490967,-73.622812,https://www.stm.info/fr/recherche#stq=51176,0,,1
51177,51177,Crémazie / Papineau,45.554898,-73.622691,https://www.stm.info/fr/recherche#stq=51177,0,,1
51178,51178,Crémazie / Papineau,45.554103,-73.621034,https://www.stm.info/fr/recherche#stq=51178,0,,1
51179,51179,Côte-Saint-Luc / Décarie,45.481061,-73.622571,https://www.stm.info/fr/recherche#stq=51179,0,,1
51180,51180,Décarie / Côte-Saint-Luc,45.480691,-73.623201,https://www.stm.info/fr/recherche#stq=51180,0,,1
51182,51182,Côte-Saint-Luc / Décarie,45.481097,-73.622272,https://www.stm.info/fr/recherche#stq=51182,0,,2
51183,51183,Notre-Dame-de-Grâce / Hampton,45.469042,-73.622650,https://www.stm.info/fr/recherche#stq=51183,0,,1
51184,51184,Pie-IX / 43e Rue,45.578972,-73.619269,https://www.stm.info/fr/recherche#stq=51184,0,,1
51185,51185,Pie-IX / 43e Rue,45.578904,-73.619674,https://www.stm.info/fr/recherche#stq=51185,0,,1
51186,51186,Côte-des-Neiges / Jean-Brillant,45.496067,-73.621496,https://www.stm.info/fr/recherche#stq=51186,0,,1
51187,51187,Station Côte-des-Neiges,45.496098,-73.621950,https://www.stm.info/fr/recherche#stq=51187,0,,1
51189,51189,Jarry / Fabre,45.552161,-73.620100,https://www.stm.info/fr/recherche#stq=51189,0,,1
51190,51190,Jarry / Fabre,45.551896,-73.620079,https://www.stm.info/fr/recherche#stq=51190,0,,1
51192,51192,Côte-Sainte-Catherine / de Darlington,45.505612,-73.621293,https://www.stm.info/fr/recherche#stq=51192,0,,1
51193,51193,Côte-Sainte-Catherine / de Darlington,45.505331,-73.621291,https://www.stm.info/fr/recherche#stq=51193,0,,1
51194,51194,Victoria / Mira,45.487280,-73.621663,https://www.stm.info/fr/recherche#stq=51194,0,,1
51195,51195,Victoria / Mira,45.487325,-73.622025,https://www.stm.info/fr/recherche#stq=51195,0,,1
51196,51196,Saint-Denis / Faillon,45.540040,-73.620069,https://www.stm.info/fr/recherche#stq=51196,0,,1
51198,51198,Jean-Talon / Alexandra,45.532603,-73.620335,https://www.stm.info/fr/recherche#stq=51198,0,,1
51199,51199,Jean-Talon / Alexandra,45.532296,-73.620360,https://www.stm.info/fr/recherche#stq=51199,0,,1
51200,51200,Crémazie / Chabot,45.555791,-73.619345,https://www.stm.info/fr/recherche#stq=51200,0,,1
51201,51201,Girouard / de Monkland,45.476860,-73.621465,https://www.stm.info/fr/recherche#stq=51201,0,,1
51202,51202,de Monkland / Girouard,45.477011,-73.621629,https://www.stm.info/fr/recherche#stq=51202,0,,1
51203,51203,Girouard / de Monkland,45.476888,-73.621856,https://www.stm.info/fr/recherche#stq=51203,0,,1
51204,51204,de Monkland / Girouard,45.476675,-73.621746,https://www.stm.info/fr/recherche#stq=51204,0,,1
51205,51205,Station De Castelnau,45.535682,-73.620198,https://www.stm.info/fr/recherche#stq=51205,0,,1
51206,51206,Station De Castelnau,45.535186,-73.619628,https://www.stm.info/fr/recherche#stq=51206,0,,1
51207,51207,Christophe-Colomb / Villeray,45.545839,-73.619345,https://www.stm.info/fr/recherche#stq=51207,0,,1
51208,51208,Villeray / Christophe-Colomb,45.546003,-73.619478,https://www.stm.info/fr/recherche#stq=51208,0,,1
51209,51209,Christophe-Colomb / Villeray,45.545806,-73.619754,https://www.stm.info/fr/recherche#stq=51209,0,,1
51210,51210,Villeray / Christophe-Colomb,45.545683,-73.619585,https://www.stm.info/fr/recherche#stq=51210,0,,1
51211,51211,Sherbrooke / Hingston,45.467783,-73.621383,https://www.stm.info/fr/recherche#stq=51211,0,,1
51212,51212,Sherbrooke / Hingston,45.467593,-73.621405,https://www.stm.info/fr/recherche#stq=51212,0,,1
51213,51213,Édouard-Montpetit / McKenna,45.501366,-73.620681,https://www.stm.info/fr/recherche#stq=51213,0,,1
51214,51214,Édouard-Montpetit / McKenna,45.501108,-73.620699,https://www.stm.info/fr/recherche#stq=51214,0,,1
51215,51215,Papineau / Jarry,45.553218,-73.618767,https://www.stm.info/fr/recherche#stq=51215,0,,1
51216,51216,Jarry / Papineau,45.553519,-73.618885,https://www.stm.info/fr/recherche#stq=51216,0,,1
51217,51217,Papineau / Jarry,45.553231,-73.619237,https://www.stm.info/fr/recherche#stq=51217,0,,1
51218,51218,Jarry / Papineau,45.553060,-73.619038,https://www.stm.info/fr/recherche#stq=51218,0,,1
51219,51219,Ozias-Leduc / Gouin,45.630036,-73.617763,https://www.stm.info/fr/recherche#stq=51219,0,,1
51220,51220,Gouin / Ozias-Leduc,45.629979,-73.618089,https://www.stm.info/fr/recherche#stq=51220,0,,1
51221,51221,Côte-Sainte-Catherine / Woodbury,45.506795,-73.620225,https://www.stm.info/fr/recherche#stq=51221,0,,1
51222,51222,Côte-Sainte-Catherine / Woodbury,45.506555,-73.620186,https://www.stm.info/fr/recherche#stq=51222,0,,1
51223,51223,Crémazie / de Bordeaux,45.555473,-73.618700,https://www.stm.info/fr/recherche#stq=51223,0,,1
51224,51224,Saint-Michel / Robert,45.567708,-73.618722,https://www.stm.info/fr/recherche#stq=51224,0,,1
51225,51225,Notre-Dame-de-Grâce / de Melrose,45.471236,-73.620668,https://www.stm.info/fr/recherche#stq=51225,0,,1
51226,51226,Jean-Talon / Clark,45.534211,-73.618857,https://www.stm.info/fr/recherche#stq=51226,0,,1
51227,51227,Jean-Talon / Clark,45.533908,-73.618877,https://www.stm.info/fr/recherche#stq=51227,0,,1
51228,51228,Clark / Jean-Talon,45.533709,-73.618216,https://www.stm.info/fr/recherche#stq=51228,0,,1
51229,51229,Decelles / Jean-Brillant,45.497765,-73.619635,https://www.stm.info/fr/recherche#stq=51229,0,,1
51230,51230,Decelles / Jean-Brillant,45.497815,-73.620044,https://www.stm.info/fr/recherche#stq=51230,0,,1
51232,51232,Jarry / Chabot,45.554273,-73.617952,https://www.stm.info/fr/recherche#stq=51232,0,,1
51233,51233,De Lorimier / Crémazie,45.555869,-73.617448,https://www.stm.info/fr/recherche#stq=51233,0,,1
51234,51234,Crémazie / De Lorimier,45.556411,-73.618075,https://www.stm.info/fr/recherche#stq=51234,0,,1
51235,51235,Girouard / Duquette,45.476101,-73.619788,https://www.stm.info/fr/recherche#stq=51235,0,,1
51236,51236,Girouard / Duquette,45.476145,-73.620220,https://www.stm.info/fr/recherche#stq=51236,0,,1
51237,51237,Côte-Saint-Luc / No 5105,45.482617,-73.620597,https://www.stm.info/fr/recherche#stq=51237,0,,1
51238,51238,Ozias-Leduc / Paul-Letondal,45.628412,-73.616053,https://www.stm.info/fr/recherche#stq=51238,0,,1
51239,51239,Saint-Hubert / Faillon,45.542891,-73.617836,https://www.stm.info/fr/recherche#stq=51239,0,,1
51240,51240,Notre-Dame / No 6450,45.457901,-73.615870,https://www.stm.info/fr/recherche#stq=51240,0,,1
51241,51241,Station Villa-Maria,45.479704,-73.619643,https://www.stm.info/fr/recherche#stq=51241,0,,1
51243,51243,Station Villa-Maria (Décarie / de Monkland),45.479449,-73.619946,https://www.stm.info/fr/recherche#stq=51243,0,,1
51244,51244,Côte-Saint-Antoine / Royal,45.469071,-73.619857,https://www.stm.info/fr/recherche#stq=51244,0,,2
51245,51245,Pie-IX / 39e Rue,45.577796,-73.616598,https://www.stm.info/fr/recherche#stq=51245,0,,2
51246,51246,Pie-IX / 39e Rue,45.577739,-73.617069,https://www.stm.info/fr/recherche#stq=51246,0,,1
51247,51247,Édouard-Montpetit / Louis-Colin,45.503404,-73.618841,https://www.stm.info/fr/recherche#stq=51247,0,,1
51248,51248,Édouard-Montpetit / Louis-Colin,45.503105,-73.618898,https://www.stm.info/fr/recherche#stq=51248,0,,1
51249,51249,Saint-Laurent / Jean-Talon,45.534653,-73.617993,https://www.stm.info/fr/recherche#stq=51249,0,,1
51250,51250,Notre-Dame-de-Grâce / Harvard,45.472468,-73.619554,https://www.stm.info/fr/recherche#stq=51250,0,,1
51251,51251,Côte-des-Neiges / Queen-Mary,45.495101,-73.618639,https://www.stm.info/fr/recherche#stq=51251,0,,1
51252,51252,Queen-Mary / Côte-des-Neiges,45.495321,-73.618952,https://www.stm.info/fr/recherche#stq=51252,0,,1
51253,51253,Côte-des-Neiges / Queen-Mary,45.495006,-73.619430,https://www.stm.info/fr/recherche#stq=51253,0,,1
51254,51254,Queen-Mary / Queen-Mary,45.494653,-73.619497,https://www.stm.info/fr/recherche#stq=51254,0,,1
51255,51255,Villeray / Chambord,45.548052,-73.617666,https://www.stm.info/fr/recherche#stq=51255,0,,1
51256,51256,Villeray / Chambord,45.547836,-73.617674,https://www.stm.info/fr/recherche#stq=51256,0,,1
51257,51257,du Parc / Beaumont,45.529168,-73.618155,https://www.stm.info/fr/recherche#stq=51257,0,,1
51258,51258,du Parc / Beaumont,45.529397,-73.618206,https://www.stm.info/fr/recherche#stq=51258,0,,1
51259,51259,Sherbrooke / Royal,45.468847,-73.619323,https://www.stm.info/fr/recherche#stq=51259,0,,1
51260,51260,De Lorimier / Jarry,45.555518,-73.616663,https://www.stm.info/fr/recherche#stq=51260,0,,1
51261,51261,Jarry / De Lorimier,45.555755,-73.616938,https://www.stm.info/fr/recherche#stq=51261,0,,1
51262,51262,De Lorimier / Jarry,45.555568,-73.617249,https://www.stm.info/fr/recherche#stq=51262,0,,1
51263,51263,Jarry / De Lorimier,45.555405,-73.616932,https://www.stm.info/fr/recherche#stq=51263,0,,1
51266,51266,Jean-Talon / Saint-Dominique,45.535060,-73.617426,https://www.stm.info/fr/recherche#stq=51266,0,,1
51267,51267,Queen-Mary / Gatineau,45.495510,-73.618419,https://www.stm.info/fr/recherche#stq=51267,0,,1
51268,51268,Sherbrooke / de Clifton,45.468911,-73.618856,https://www.stm.info/fr/recherche#stq=51268,0,,1
51269,51269,Jean-Talon / Casgrain,45.535885,-73.616813,https://www.stm.info/fr/recherche#stq=51269,0,,1
51270,51270,Notre-Dame-de-Grâce / Marcil,45.473637,-73.618495,https://www.stm.info/fr/recherche#stq=51270,0,,1
51271,51271,Côte-Sainte-Catherine / Déom,45.509973,-73.617346,https://www.stm.info/fr/recherche#stq=51271,0,,1
51272,51272,Saint-Jacques / Madison,45.463186,-73.618510,https://www.stm.info/fr/recherche#stq=51272,0,,1
51273,51273,Saint-Jacques / Madison,45.462948,-73.618872,https://www.stm.info/fr/recherche#stq=51273,0,,1
51274,51274,Papineau / Tillemont,45.551980,-73.615976,https://www.stm.info/fr/recherche#stq=51274,0,,1
51275,51275,Papineau / Tillemont,45.551972,-73.616361,https://www.stm.info/fr/recherche#stq=51275,0,,1
51276,51276,Saint-Michel / Deville,45.566438,-73.615298,https://www.stm.info/fr/recherche#stq=51276,0,,1
51277,51277,Saint-Michel / Deville,45.566392,-73.615728,https://www.stm.info/fr/recherche#stq=51277,0,,1
51278,51278,Decelles / Queen-Mary,45.496788,-73.617980,https://www.stm.info/fr/recherche#stq=51278,0,,1
51279,51279,Place du 6-décembre-1989 (Queen-Mary / Decelles),45.496367,-73.617648,https://www.stm.info/fr/recherche#stq=51279,0,,1
51280,51280,Décarie / Duquette,45.478304,-73.617545,https://www.stm.info/fr/recherche#stq=51280,0,,1
51281,51281,Décarie / Duquette,45.478389,-73.618050,https://www.stm.info/fr/recherche#stq=51281,0,,1
51282,51282,Côte-Saint-Antoine / Wilson,45.471162,-73.617968,https://www.stm.info/fr/recherche#stq=51282,0,,1
51283,51283,Perras / Ozias-Leduc (Hôpital Rivière-des-Prairies,45.627536,-73.614920,https://www.stm.info/fr/recherche#stq=51283,0,,1
51285,51285,du Parc / No 6659,45.528206,-73.615501,https://www.stm.info/fr/recherche#stq=51285,0,,1
51286,51286,Édouard-Montpetit / Woodbury,45.505390,-73.617034,https://www.stm.info/fr/recherche#stq=51286,0,,1
51287,51287,Édouard-Montpetit / Woodbury,45.505141,-73.617049,https://www.stm.info/fr/recherche#stq=51287,0,,1
51288,51288,De Castelnau / Saint-Hubert,45.541373,-73.615475,https://www.stm.info/fr/recherche#stq=51288,0,,1
51289,51289,De Chateaubriand / De Castelnau,45.540996,-73.615934,https://www.stm.info/fr/recherche#stq=51289,0,,1
51290,51290,Decelles / Troie,45.496392,-73.616885,https://www.stm.info/fr/recherche#stq=51290,0,,1
51291,51291,Girouard / Notre-Dame-de-Grâce,45.474937,-73.617218,https://www.stm.info/fr/recherche#stq=51291,0,,1
51292,51292,Girouard / Notre-Dame-de-Grâce,45.474981,-73.617648,https://www.stm.info/fr/recherche#stq=51292,0,,1
51293,51293,Notre-Dame-de-Grâce / Girouard,45.474790,-73.617452,https://www.stm.info/fr/recherche#stq=51293,0,,1
51294,51294,Christophe-Colomb / Everett,45.544012,-73.615242,https://www.stm.info/fr/recherche#stq=51294,0,,1
51295,51295,Christophe-Colomb / Everett,45.543984,-73.615609,https://www.stm.info/fr/recherche#stq=51295,0,,1
51296,51296,Jean-Talon / Henri-Julien,45.537243,-73.615554,https://www.stm.info/fr/recherche#stq=51296,0,,1
51297,51297,Saint-Hubert / De Castelnau,45.541592,-73.614998,https://www.stm.info/fr/recherche#stq=51297,0,,1
51298,51298,Pie-IX / Denis-Papin,45.576543,-73.613762,https://www.stm.info/fr/recherche#stq=51298,0,,1
51299,51299,Pie-IX / Denis-Papin,45.576602,-73.614534,https://www.stm.info/fr/recherche#stq=51299,0,,1
51300,51300,Côte-Saint-Antoine / Oxford,45.472324,-73.616919,https://www.stm.info/fr/recherche#stq=51300,0,,1
51301,51301,Papineau / Villeray,45.551267,-73.614366,https://www.stm.info/fr/recherche#stq=51301,0,,1
51302,51302,Villeray / Papineau,45.551426,-73.614531,https://www.stm.info/fr/recherche#stq=51302,0,,1
51303,51303,Papineau / Villeray,45.551341,-73.614940,https://www.stm.info/fr/recherche#stq=51303,0,,1
51304,51304,Villeray / Papineau,45.551128,-73.614615,https://www.stm.info/fr/recherche#stq=51304,0,,1
51305,51305,Notre-Dame / No 6300,45.459097,-73.613709,https://www.stm.info/fr/recherche#stq=51305,0,,1
51306,51306,Côte-Saint-Luc / Bonavista,45.483317,-73.616843,https://www.stm.info/fr/recherche#stq=51306,0,,1
51307,51307,Côte-Saint-Luc / Bonavista,45.483480,-73.616704,https://www.stm.info/fr/recherche#stq=51307,0,,1
51308,51308,De Lorimier / Tillemont,45.554315,-73.613957,https://www.stm.info/fr/recherche#stq=51308,0,,1
51309,51309,De Lorimier / Tillemont,45.554389,-73.614458,https://www.stm.info/fr/recherche#stq=51309,0,,1
51310,51310,Saint-Denis / Jean-Talon,45.538261,-73.614174,https://www.stm.info/fr/recherche#stq=51310,0,,1
51311,51311,Station Jean-Talon Nord / Saint-Denis,45.538483,-73.614431,https://www.stm.info/fr/recherche#stq=51311,0,,1
51313,51313,Sherbrooke / Wilson,45.470422,-73.616252,https://www.stm.info/fr/recherche#stq=51313,0,,1
51314,51314,Sherbrooke / Wilson,45.470184,-73.616372,https://www.stm.info/fr/recherche#stq=51314,0,,1
51315,51315,D'Iberville / Jarry,45.558944,-73.613220,https://www.stm.info/fr/recherche#stq=51315,0,,1
51316,51316,Jarry / Paul-Boutet,45.559275,-73.613724,https://www.stm.info/fr/recherche#stq=51316,0,,1
51317,51317,Jarry / D'Iberville,45.558829,-73.613825,https://www.stm.info/fr/recherche#stq=51317,0,,1
51318,51318,Édouard-Montpetit / de Stirling,45.507417,-73.615209,https://www.stm.info/fr/recherche#stq=51318,0,,1
51319,51319,Édouard-Montpetit / de Stirling,45.507133,-73.615253,https://www.stm.info/fr/recherche#stq=51319,0,,1
51321,51321,Côte-des-Neiges / Decelles,45.495444,-73.616360,https://www.stm.info/fr/recherche#stq=51321,0,,1
51322,51322,Station Jean-Talon Sud / De Saint-Vallier,45.538922,-73.613838,https://www.stm.info/fr/recherche#stq=51322,0,,1
51323,51323,Papineau / L.-O.-David,45.550739,-73.613167,https://www.stm.info/fr/recherche#stq=51323,0,,1
51324,51324,Papineau / L.-O.-David,45.550725,-73.613542,https://www.stm.info/fr/recherche#stq=51324,0,,1
51325,51325,Décarie / Notre-Dame-de-Grâce,45.477210,-73.615121,https://www.stm.info/fr/recherche#stq=51325,0,,1
51326,51326,Décarie / Notre-Dame-de-Grâce,45.477244,-73.615513,https://www.stm.info/fr/recherche#stq=51326,0,,1
51327,51327,Notre-Dame-de-Grâce / Décarie,45.476966,-73.615492,https://www.stm.info/fr/recherche#stq=51327,0,,1
51328,51328,Villeray / Chabot,45.552384,-73.613178,https://www.stm.info/fr/recherche#stq=51328,0,,1
51329,51329,Villeray / Chabot,45.552196,-73.613220,https://www.stm.info/fr/recherche#stq=51329,0,,1
51330,51330,Jean-Talon / De Chateaubriand,45.540126,-73.613574,https://www.stm.info/fr/recherche#stq=51330,0,,1
51331,51331,Station Jean-Talon (Jean-Talon / De Chateaubriand),45.539605,-73.613106,https://www.stm.info/fr/recherche#stq=51331,0,,1
51332,51332,Côte-Saint-Antoine / Girouard,45.474198,-73.615225,https://www.stm.info/fr/recherche#stq=51332,0,,1
51333,51333,Girouard / Côte-Saint-Antoine,45.474012,-73.615490,https://www.stm.info/fr/recherche#stq=51333,0,,1
51334,51334,Girouard / Côte-Saint-Antoine,45.473986,-73.615093,https://www.stm.info/fr/recherche#stq=51334,0,,1
51335,51335,Station Jean-Talon Est / Saint-Hubert,45.540641,-73.612946,https://www.stm.info/fr/recherche#stq=51335,0,,1
51336,51336,Station Jean-Talon Est / Saint-Hubert,45.540844,-73.613176,https://www.stm.info/fr/recherche#stq=51336,0,,1
51337,51337,Station Jean-Talon Est / Saint-Hubert,45.540498,-73.613116,https://www.stm.info/fr/recherche#stq=51337,0,,1
51338,51338,2e Avenue / Jarry,45.560786,-73.612757,https://www.stm.info/fr/recherche#stq=51338,0,,1
51339,51339,Jarry / 2e Avenue,45.560548,-73.612379,https://www.stm.info/fr/recherche#stq=51339,0,,1
51340,51340,2e Avenue / Jarry,45.560893,-73.612702,https://www.stm.info/fr/recherche#stq=51340,0,,1
51341,51341,Jarry / 2e Avenue,45.560520,-73.612609,https://www.stm.info/fr/recherche#stq=51341,0,,1
51342,51342,Crémazie / D'Iberville,45.558669,-73.612440,https://www.stm.info/fr/recherche#stq=51342,0,,1
51343,51343,Crémazie / Molson,45.558374,-73.611726,https://www.stm.info/fr/recherche#stq=51343,0,,1
51344,51344,Sherbrooke / Oxford,45.471312,-73.614529,https://www.stm.info/fr/recherche#stq=51344,0,,1
51345,51345,Sherbrooke / Oxford,45.471048,-73.614689,https://www.stm.info/fr/recherche#stq=51345,0,,1
51346,51346,Notre-Dame-de-Grâce / Marlowe,45.478190,-73.614368,https://www.stm.info/fr/recherche#stq=51346,0,,1
51347,51347,The Boulevard / Victoria,45.484016,-73.614670,https://www.stm.info/fr/recherche#stq=51347,0,,1
51348,51348,du Parc / Beaubien,45.526905,-73.613048,https://www.stm.info/fr/recherche#stq=51348,0,,1
51349,51349,du Parc / Thérèse-Lavoie-Roux,45.527370,-73.613618,https://www.stm.info/fr/recherche#stq=51349,0,,1
51350,51350,Côte-Saint-Antoine / Botrel,45.475333,-73.614210,https://www.stm.info/fr/recherche#stq=51350,0,,1
51351,51351,De Lorimier / Villeray,45.553344,-73.611764,https://www.stm.info/fr/recherche#stq=51351,0,,1
51352,51352,Villeray / De Lorimier,45.553478,-73.611935,https://www.stm.info/fr/recherche#stq=51352,0,,1
51353,51353,De Lorimier / Villeray,45.553362,-73.612141,https://www.stm.info/fr/recherche#stq=51353,0,,1
51354,51354,Villeray / De Lorimier,45.553202,-73.612000,https://www.stm.info/fr/recherche#stq=51354,0,,1
51355,51355,Christophe-Colomb / Jean-Talon,45.542480,-73.611801,https://www.stm.info/fr/recherche#stq=51355,0,,1
51356,51356,Jean-Talon / Christophe-Colomb,45.542634,-73.612004,https://www.stm.info/fr/recherche#stq=51356,0,,1
51357,51357,Christophe-Colomb / Jean-Talon,45.542481,-73.612231,https://www.stm.info/fr/recherche#stq=51357,0,,1
51358,51358,Jean-Talon / Christophe-Colomb,45.542320,-73.612026,https://www.stm.info/fr/recherche#stq=51358,0,,1
51359,51359,Saint-Michel / D'Hérelle est,45.564491,-73.610884,https://www.stm.info/fr/recherche#stq=51359,0,,1
51360,51360,Saint-Michel / D'Hérelle,45.565093,-73.612781,https://www.stm.info/fr/recherche#stq=51360,0,,1
51362,51362,Bélanger / Saint-Denis,45.537325,-73.611875,https://www.stm.info/fr/recherche#stq=51362,0,,1
51364,51364,D'Iberville / Tillemont,45.557702,-73.611093,https://www.stm.info/fr/recherche#stq=51364,0,,1
51365,51365,D'Iberville / Tillemont,45.557726,-73.611443,https://www.stm.info/fr/recherche#stq=51365,0,,1
51366,51366,Pie-IX / Robert,45.575107,-73.610496,https://www.stm.info/fr/recherche#stq=51366,0,,1
51367,51367,Pie-IX / Robert,45.575049,-73.610928,https://www.stm.info/fr/recherche#stq=51367,0,,1
51369,51369,Saint-Laurent / Saint-Zotique,45.531787,-73.611803,https://www.stm.info/fr/recherche#stq=51369,0,,1
51370,51370,Décarie / Côte-Saint-Antoine,45.476287,-73.613063,https://www.stm.info/fr/recherche#stq=51370,0,,1
51371,51371,Côte-Saint-Antoine / Northcliffe,45.476602,-73.613072,https://www.stm.info/fr/recherche#stq=51371,0,,1
51372,51372,Décarie / Côte-Saint-Antoine,45.476312,-73.613443,https://www.stm.info/fr/recherche#stq=51372,0,,1
51373,51373,Côte-Saint-Antoine / Prud'homme,45.475994,-73.613625,https://www.stm.info/fr/recherche#stq=51373,0,,1
51374,51374,Jarry / 9e Avenue,45.562845,-73.610523,https://www.stm.info/fr/recherche#stq=51374,0,,1
51375,51375,Jarry / 9e Avenue,45.562439,-73.610683,https://www.stm.info/fr/recherche#stq=51375,0,,1
51376,51376,Notre-Dame-de-Grâce / Grey,45.479397,-73.612926,https://www.stm.info/fr/recherche#stq=51376,0,,1
51377,51377,Saint-Dominique / Saint-Zotique,45.532056,-73.610670,https://www.stm.info/fr/recherche#stq=51377,0,,1
51378,51378,Upper-Lachine / de Clifton,45.466583,-73.613051,https://www.stm.info/fr/recherche#stq=51378,0,,1
51379,51379,Upper-Lachine / de Clifton,45.466379,-73.613089,https://www.stm.info/fr/recherche#stq=51379,0,,1
51380,51380,Villeray / Louis-Hémon,45.554807,-73.610571,https://www.stm.info/fr/recherche#stq=51380,0,,1
51381,51381,Villeray / Sagard,45.554633,-73.610896,https://www.stm.info/fr/recherche#stq=51381,0,,1
51383,51383,Papineau / Everett,45.549475,-73.610323,https://www.stm.info/fr/recherche#stq=51383,0,,1
51384,51384,Papineau / Everett,45.549482,-73.610744,https://www.stm.info/fr/recherche#stq=51384,0,,1
51385,51385,Jean-Talon / De Normanville,45.544022,-73.610748,https://www.stm.info/fr/recherche#stq=51385,0,,1
51386,51386,Jean-Talon / De Normanville,45.543783,-73.610705,https://www.stm.info/fr/recherche#stq=51386,0,,1
51387,51387,Station Édouard-Montpetit,45.510335,-73.612681,https://www.stm.info/fr/recherche#stq=51387,0,,1
51388,51388,Station Édouard-Montpetit,45.509557,-73.613068,https://www.stm.info/fr/recherche#stq=51388,0,,1
51389,51389,De Chateaubriand / Bélanger,45.538561,-73.610810,https://www.stm.info/fr/recherche#stq=51389,0,,1
51390,51390,Van Horne / Hutchison,45.525255,-73.610547,https://www.stm.info/fr/recherche#stq=51390,0,,1
51391,51391,Côte-des-Neiges / No 4858,45.495272,-73.614311,https://www.stm.info/fr/recherche#stq=51391,0,,1
51392,51392,Saint-Michel / Jarry,45.563790,-73.609293,https://www.stm.info/fr/recherche#stq=51392,0,,1
51393,51393,Jarry / Saint-Michel,45.564096,-73.609382,https://www.stm.info/fr/recherche#stq=51393,0,,1
51394,51394,Saint-Michel / Jarry,45.563801,-73.609845,https://www.stm.info/fr/recherche#stq=51394,0,,1
51395,51395,Jarry / Saint-Michel,45.563608,-73.609631,https://www.stm.info/fr/recherche#stq=51395,0,,1
51396,51396,Sherbrooke / Girouard,45.472701,-73.611861,https://www.stm.info/fr/recherche#stq=51396,0,,1
51397,51397,Girouard / Sherbrooke,45.472925,-73.613057,https://www.stm.info/fr/recherche#stq=51397,0,,1
51398,51398,Sherbrooke / Girouard,45.472416,-73.612006,https://www.stm.info/fr/recherche#stq=51398,0,,1
51399,51399,Sherbrooke / Girouard,45.472679,-73.611497,https://www.stm.info/fr/recherche#stq=51399,0,,1
51400,51400,Côte-Saint-Antoine / de Vendôme,45.478021,-73.611549,https://www.stm.info/fr/recherche#stq=51400,0,,1
51401,51401,Saint-Hubert / Bélanger,45.539220,-73.609812,https://www.stm.info/fr/recherche#stq=51401,0,,1
51402,51402,Bélanger / Saint-Hubert,45.539377,-73.609989,https://www.stm.info/fr/recherche#stq=51402,0,,1
51403,51403,Bélanger / Saint-Hubert,45.539125,-73.609995,https://www.stm.info/fr/recherche#stq=51403,0,,1
51404,51404,Saint-Jacques / No 6360,45.462523,-73.620961,https://www.stm.info/fr/recherche#stq=51404,0,,1
51405,51405,Saint-Jacques / No 6340,45.462778,-73.620506,https://www.stm.info/fr/recherche#stq=51405,0,,1
51406,51406,du Parc / Van Horne,45.525660,-73.609808,https://www.stm.info/fr/recherche#stq=51406,0,,1
51407,51407,Van Horne / du Parc,45.525901,-73.610154,https://www.stm.info/fr/recherche#stq=51407,0,,1
51408,51408,du Parc / Van Horne,45.525519,-73.609888,https://www.stm.info/fr/recherche#stq=51408,0,,1
51409,51409,Upper-Lachine / de Melrose,45.467530,-73.611627,https://www.stm.info/fr/recherche#stq=51409,0,,1
51410,51410,Upper-Lachine / de Melrose,45.467310,-73.611694,https://www.stm.info/fr/recherche#stq=51410,0,,1
51411,51411,Clark / Beaubien,45.529834,-73.609565,https://www.stm.info/fr/recherche#stq=51411,0,,1
51412,51412,Jean-Talon / Garnier,45.546277,-73.608694,https://www.stm.info/fr/recherche#stq=51412,0,,1
51413,51413,Jean-Talon / De Lanaudière,45.545235,-73.609413,https://www.stm.info/fr/recherche#stq=51413,0,,1
51414,51414,D'Iberville / Villeray,45.556678,-73.608777,https://www.stm.info/fr/recherche#stq=51414,0,,1
51415,51415,Villeray / D'Iberville,45.556807,-73.608945,https://www.stm.info/fr/recherche#stq=51415,0,,1
51416,51416,D'Iberville / Villeray,45.556706,-73.609138,https://www.stm.info/fr/recherche#stq=51416,0,,1
51417,51417,Villeray / D'Iberville,45.556558,-73.609005,https://www.stm.info/fr/recherche#stq=51417,0,,1
51418,51418,Notre-Dame / No 6000,45.461372,-73.609589,https://www.stm.info/fr/recherche#stq=51418,0,,1
51419,51419,Crémazie / 6e Avenue,45.560362,-73.609323,https://www.stm.info/fr/recherche#stq=51419,0,,1
51420,51420,Crémazie / 6e Avenue,45.559872,-73.608934,https://www.stm.info/fr/recherche#stq=51420,0,,1
51422,51422,Perras / Gilbert-Barbier,45.632598,-73.607137,https://www.stm.info/fr/recherche#stq=51422,0,,1
51423,51423,Van Horne / Jeanne-Mance,45.526301,-73.609607,https://www.stm.info/fr/recherche#stq=51423,0,,1
51424,51424,Pie-IX / Jean-Rivard,45.573909,-73.607780,https://www.stm.info/fr/recherche#stq=51424,0,,1
